datetime,payload_callsign,lat,lon,alt,acc_x,acc_y,batt,ext_humidity,ext_pressure,frame,rot_x,rot_y,sats,speed,temp,upload_time,uploader_alt,uploader_callsign,software_name,software_version,frequency,modulation,baud_rate,snr,rssi,uploader_position,uploader_antenna,uploader_radio,time_received,raw
2025-07-12T17:36:02.000000Z,StratoScience,42.23953628540039,-71.23284912109375,11101,0.0,0.0,2.8823529411764706,14,243.9,802,-5,-4,13,91,21,2025-07-12T17:36:07.275145,0.0,APEX-NEWBS,horusdemodlib,0.3.13,432.634081,Horus Binary v2,,-3.65,,"42.31588,-71.33435",Diamond X-30A,HorusDemodLib + Raspberry Pi 3B (432.635 MHz),2025-07-12T17:36:07.065433Z,8202220311240249F5284238778EC25D2B5B0D1593FBFFFCFF000087090E1AB4
2025-07-12T17:36:02.000000Z,StratoScience,42.23953628540039,-71.23284912109375,11101,0.0,0.0,2.8823529411764706,14,243.9,802,-5,-4,13,91,21,2025-07-12T17:36:07.769979,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634658,Horus Binary v2,,-6.01,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:36:07.015078Z,8202220311240249F5284238778EC25D2B5B0D1593FBFFFCFF000087090E1AB4
2025-07-12T17:36:07.000000Z,StratoScience,42.23871612548828,-71.23225402832031,11147,0.01,0.0,2.8627450980392157,14,242.7,803,-3,-2,13,69,21,2025-07-12T17:36:19.148507,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634663,Horus Binary v2,,-7.32,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:36:12.050026Z,8202230311240772F42842EA768EC28B2B450D1592FDFFFEFF01007B090E18D3
2025-07-12T17:36:12.000000Z,StratoScience,42.23774719238281,-71.23165893554688,11183,0.03,0.0,2.8823529411764706,14,241.8,804,-1,-5,12,102,21,2025-07-12T17:36:21.433483,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634674,Horus Binary v2,,-6.73,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:36:17.000579Z,8202240311240C74F328429C768EC2AF2B660C1593FFFFFBFF030072090EE01A
2025-07-12T17:35:57.000000Z,StratoScience,42.24027633666992,-71.23390197753906,11051,0.0,0.0,2.9019607843137254,15,245.7,801,-3,-5,13,84,21,2025-07-12T17:36:03.377669,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634667,Horus Binary v2,,-7.01,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:36:01.981361Z,820221031123390BF62842C2778EC22B2B540D1594FDFFFBFF000099090F445B
2025-07-12T17:36:18.000000Z,StratoScience,42.23649978637695,-71.2306137084961,11215,0.0,-0.01,2.8823529411764706,14,240.5,805,-5,-2,13,107,21,2025-07-12T17:36:23.928983,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634676,Horus Binary v2,,-7.48,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:36:22.034985Z,820225031124122DF2284213768EC2CF2B6B0D1593FBFFFEFF00FF65090E8CC4
2025-07-12T17:36:23.000000Z,StratoScience,42.235530853271484,-71.22969055175781,11243,0.03,-0.01,2.8823529411764706,14,239.3,806,-1,-5,13,93,21,2025-07-12T17:36:28.159758,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634679,Horus Binary v2,,-7.37,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:36:27.580666Z,820226031124172FF128429A758EC2EB2B5D0D1593FFFFFBFF03FF59090E94EB
2025-07-12T17:36:28.000000Z,StratoScience,42.23476791381836,-71.22856140136719,11277,0.01,0.0,2.8823529411764706,14,238.2,807,0,-3,13,88,21,2025-07-12T17:36:33.556502,0.0,APEX-NEWBS,horusdemodlib,0.3.13,432.634081,Horus Binary v2,,-3.66,,"42.31588,-71.33435",Diamond X-30A,HorusDemodLib + Raspberry Pi 3B (432.635 MHz),2025-07-12T17:36:32.579922Z,8202270311241C67F0284206758EC20D2C580D15930000FDFF01004E090E9A85
2025-07-12T17:36:33.000000Z,StratoScience,42.23398208618164,-71.22764587402344,11314,0.02,-0.01,2.8627450980392157,14,236.8,808,-2,-3,13,97,21,2025-07-12T17:36:39.103680,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634673,Horus Binary v2,,-8.37,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:36:37.577943Z,8202280311242199EF28428E748EC2322C610D1592FEFFFDFF02FF40090E0042
2025-07-12T17:35:16.000000Z,StratoScience,42.24777603149414,-71.24077606201172,10755,0.02,0.0,2.9019607843137254,15,256.6,793,-3,-3,13,77,22,2025-07-12T17:35:23.033827,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634644,Horus Binary v2,,-9.21,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:35:20.850161Z,82021903112310B9FD2842477B8EC2032A4D0D1694FDFFFDFF0200060A0F322A
2025-07-12T17:35:26.000000Z,StratoScience,42.246055603027344,-71.23953247070312,10813,0.0,0.0,2.8823529411764706,15,253.4,795,-3,-2,13,77,22,2025-07-12T17:35:31.835817,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634652,Horus Binary v2,,-7.72,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:35:31.431513Z,82021B0311231AF6FB2842A47A8EC23D2A4D0D1693FDFFFEFF0000E6090F38CD
2025-07-12T17:37:29.000000Z,StratoScience,42.224754333496094,-71.21903991699219,11740,0.04,0.0,2.8823529411764706,14,222.4,819,0,-5,11,92,20,2025-07-12T17:37:34.125796,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634696,Horus Binary v2,,-4.01,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:37:33.732252Z,8202330311251D26E6284226708EC2DC2D5C0B14930000FBFF0400B0080EF173
2025-07-12T17:37:34.000000Z,StratoScience,42.22417449951172,-71.21822357177734,11776,0.01,0.0,2.8823529411764706,14,221.0,820,0,-3,12,86,19,2025-07-12T17:37:40.575844,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634698,Horus Binary v2,,-8.36,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:37:38.753710Z,820234031125228EE52842BB6F8EC2002E560C13930000FDFF0100A2080EC765
2025-07-12T17:37:49.000000Z,StratoScience,42.221336364746094,-71.21558380126953,11858,0.02,-0.01,2.8627450980392157,14,218.3,823,-2,-4,13,86,19,2025-07-12T17:37:55.798759,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634709,Horus Binary v2,,-7.97,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:37:54.204642Z,82023703112531A6E22842616E8EC2522E560D1392FEFFFCFF02FF87080E3E11
2025-07-12T17:37:44.000000Z,StratoScience,42.222225189208984,-71.21644592285156,11838,0.02,0.0,2.9019607843137254,14,219.3,822,-1,-2,13,94,19,2025-07-12T17:37:51.428897,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634693,Horus Binary v2,,-7.25,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:37:49.250343Z,8202360311252C8FE32842D26E8EC23E2E5E0D1394FFFFFEFF020091080E4AB4
2025-07-12T17:37:39.000000Z,StratoScience,42.22315216064453,-71.21739196777344,11810,0.01,-0.01,2.8627450980392157,14,220.1,821,-3,-3,13,96,19,2025-07-12T17:37:45.085570,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634705,Horus Binary v2,,-7.4,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:37:43.702451Z,8202350311252782E428424E6F8EC2222E600D1392FDFFFDFF01FF99080E4066
2025-07-12T17:37:24.000000Z,StratoScience,42.22536849975586,-71.22010040283203,11695,0.02,0.0,2.8823529411764706,14,223.6,818,-1,-6,13,82,20,2025-07-12T17:37:29.789813,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634693,Horus Binary v2,,-7.18,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:37:28.687716Z,82023203112518C7E62842B1708EC2AF2D520D1493FFFFFAFF0200BC080E05FE
2025-07-12T17:37:19.000000Z,StratoScience,42.22629928588867,-71.2207260131836,11662,0.03,-0.01,2.8823529411764706,14,224.9,817,-3,-5,13,82,20,2025-07-12T17:37:23.898435,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.635643,Horus Binary v2,,-3.27,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.635 MHz),2025-07-12T17:37:23.296988Z,82023103112513BBE7284203718EC28E2D520D1493FDFFFBFF03FFC9080ECD03
2025-07-12T17:37:14.000000Z,StratoScience,42.22709274291992,-71.22157287597656,11623,0.0,-0.02,2.8823529411764706,14,226.4,816,-4,0,13,85,20,2025-07-12T17:37:20.773192,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634699,Horus Binary v2,,-7.59,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:37:18.706377Z,8202300311250E8BE8284272718EC2672D550D1493FCFF000000FED8080E00E3
2025-07-12T17:38:35.000000Z,StratoScience,42.21393585205078,-71.21039581298828,12154,0.03,-0.01,2.8627450980392157,14,208.7,832,-1,-3,13,67,18,2025-07-12T17:38:40.903896,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634715,Horus Binary v2,,-8.01,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:38:40.277852Z,8202400311262312DB2842B96B8EC27A2F430D1292FFFFFDFF03FF27080E265A
2025-07-12T17:38:51.000000Z,StratoScience,42.21195602416992,-71.20806121826172,12284,0.01,-0.03,2.8823529411764706,13,204.6,835,-2,-4,13,72,18,2025-07-12T17:38:56.707778,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.635637,Horus Binary v2,,0.36,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.635 MHz),2025-07-12T17:38:55.285968Z,820243031126330BD92842876A8EC2FC2F480D1293FEFFFCFF01FDFE070DE53D
2025-07-12T17:38:46.000000Z,StratoScience,42.212608337402344,-71.20903015136719,12246,0.02,0.0,2.8823529411764706,14,205.5,834,-1,-3,13,57,18,2025-07-12T17:38:52.327620,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634714,Horus Binary v2,,-8.52,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:38:50.343145Z,8202420311262EB6D92842066B8EC2D62F390D1293FFFFFDFF020007080EE709
2025-07-12T17:38:56.000000Z,StratoScience,42.21128845214844,-71.20730590820312,12324,0.02,0.0,2.8823529411764706,14,203.5,836,-1,-7,13,70,18,2025-07-12T17:39:02.009406,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634712,Horus Binary v2,,-8.21,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:39:00.327695Z,820244031126385CD82842246A8EC22430460D1293FFFFF9FF0200F3070EF062
2025-07-12T17:39:01.000000Z,StratoScience,42.21082305908203,-71.20655059814453,12345,0.01,-0.01,2.8627450980392157,14,202.7,837,-3,-3,12,65,18,2025-07-12T17:39:06.349318,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634721,Horus Binary v2,,-6.17,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:39:05.873877Z,82024503112701E2D72842C1698EC23930410C1292FDFFFDFF01FFEB070E6091
2025-07-12T17:39:06.000000Z,StratoScience,42.210182189941406,-71.20573425292969,12372,0.01,0.0,2.843137254901961,14,201.8,838,-2,-3,12,77,18,2025-07-12T17:39:12.679877,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634709,Horus Binary v2,,-8.59,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:39:10.828225Z,820246031127063AD7284256698EC254304D0C1291FEFFFDFF0100E2070E0279
2025-07-12T17:38:41.000000Z,StratoScience,42.2131462097168,-71.209716796875,12194,0.0,-0.01,2.843137254901961,14,207.0,833,-5,-1,13,68,18,2025-07-12T17:38:49.576654,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634715,Horus Binary v2,,-8.3,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:38:45.308599Z,8202410311262943DA2842606B8EC2A22F440D1291FBFFFFFF00FF16080E69E0
2025-07-12T17:38:51.000000Z,StratoScience,42.21195602416992,-71.20806121826172,12284,0.01,-0.03,2.8823529411764706,13,204.6,835,-2,-4,13,72,18,2025-07-12T17:38:56.695395,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634727,Horus Binary v2,,-7.81,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:38:55.294987Z,820243031126330BD92842876A8EC2FC2F480D1293FEFFFCFF01FDFE070DE53D
2025-07-12T17:39:11.000000Z,StratoScience,42.20954513549805,-71.20503997802734,12404,0.01,-0.01,2.8627450980392157,14,200.6,839,0,-6,13,67,18,2025-07-12T17:39:16.947995,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634724,Horus Binary v2,,-5.47,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:39:15.857895Z,8202470311270B93D62842FB688EC27430430D12920000FAFF01FFD6070E05EA
2025-07-12T17:39:16.000000Z,StratoScience,42.20907974243164,-71.20471954345703,12433,0.01,0.0,2.8823529411764706,14,199.7,840,-3,-4,13,42,18,2025-07-12T17:39:21.319925,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634724,Horus Binary v2,,-7.09,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:39:20.892657Z,8202480311271019D62842D1688EC291302A0D1293FDFFFCFF0100CD070EA48A
2025-07-12T17:40:33.000000Z,StratoScience,42.2010612487793,-71.19489288330078,12906,0.02,0.0,2.8627450980392157,13,185.4,855,-2,-3,13,69,16,2025-07-12T17:40:39.279644,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634746,Horus Binary v2,,-7.26,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:40:37.525630Z,82025703112821E3CD2842C9638EC26A32450D1092FEFFFDFF02003E070D52D9
2025-07-12T17:41:04.000000Z,StratoScience,42.197505950927734,-71.19095611572266,13109,0.01,0.0,2.8823529411764706,13,180.0,861,-4,-9,12,54,15,2025-07-12T17:41:09.103559,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634765,Horus Binary v2,,-8.51,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:41:08.071992Z,82025D031129043FCA2842C5618EC23533360C0F93FCFFF7FF010008070DFDBD
2025-07-12T17:40:43.000000Z,StratoScience,42.19979476928711,-71.19319915771484,12974,0.02,0.0,2.8627450980392157,13,183.7,857,-2,-1,13,71,16,2025-07-12T17:40:47.798424,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634762,Horus Binary v2,,-6.82,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:40:47.505785Z,8202590311282B97CC2842EB628EC2AE32470D1092FEFFFFFF02002D070D28A1
2025-07-12T17:40:48.000000Z,StratoScience,42.19922637939453,-71.19248962402344,13015,0.01,-0.02,2.8627450980392157,13,182.9,858,-3,-4,12,66,16,2025-07-12T17:40:54.206424,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634756,Horus Binary v2,,-7.1,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:40:53.054982Z,82025A0311283002CC28428E628EC2D732420C1092FDFFFCFF01FE25070DE3B4
2025-07-12T17:40:58.000000Z,StratoScience,42.198158264160156,-71.1915283203125,13071,0.01,0.02,2.8823529411764706,13,180.8,860,0,-4,13,59,16,2025-07-12T17:41:04.902718,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634771,Horus Binary v2,,-9.32,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:41:03.036944Z,82025C0311283AEACA284210628EC20F333B0D10930000FCFF010210070DEE26
2025-07-12T17:40:38.000000Z,StratoScience,42.20035171508789,-71.19409942626953,12945,0.02,-0.01,2.8627450980392157,13,184.6,856,-3,-3,13,68,16,2025-07-12T17:40:43.574249,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634756,Horus Binary v2,,-6.68,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:40:42.559631Z,8202580311282629CD284261638EC29132440D1092FDFFFDFF02FF36070DDF96
2025-07-12T17:40:53.000000Z,StratoScience,42.19862747192383,-71.19207000732422,13049,0.01,0.0,2.8627450980392157,13,181.8,859,2,-6,12,51,16,2025-07-12T17:40:58.598995,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634768,Horus Binary v2,,-7.85,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:40:58.092289Z,82025B0311283565CB284257628EC2F932330C10920200FAFF01001A070D35E8
2025-07-12T17:42:20.000000Z,StratoScience,42.188602447509766,-71.18460845947266,13618,0.01,0.0,2.8823529411764706,12,166.3,876,-1,-5,13,72,14,2025-07-12T17:42:25.890841,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634765,Horus Binary v2,,-4.87,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:42:24.698514Z,82026C03112A1421C12842855E8EC23235480D0E93FFFFFBFF01007F060CC5A9
2025-07-12T17:41:55.000000Z,StratoScience,42.19134521484375,-71.18696594238281,13458,0.0,-0.02,2.843137254901961,13,170.2,871,-5,-3,13,62,14,2025-07-12T17:42:04.858949,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634755,Horus Binary v2,,-8.95,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:41:59.186320Z,82026703112937F0C32842BA5F8EC292343E0D0E91FBFFFDFF00FEA6060DD6F2
2025-07-12T17:42:15.000000Z,StratoScience,42.189273834228516,-71.18534851074219,13590,0.01,0.0,2.843137254901961,13,167.1,875,-2,-3,13,58,14,2025-07-12T17:42:21.507565,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634762,Horus Binary v2,,-3.5,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:42:19.666005Z,82026B03112A0FD1C12842E65E8EC216353A0D0E91FEFFFDFF010087060D6915
2025-07-12T17:42:05.000000Z,StratoScience,42.19037628173828,-71.18598937988281,13532,0.01,0.0,2.8823529411764706,13,168.6,873,-2,-4,13,48,14,2025-07-12T17:42:11.068781,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634761,Horus Binary v2,,-8.69,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:42:09.680810Z,82026903112A05F2C228423A5F8EC2DC34300D0E93FEFFFCFF010096060DD554
2025-07-12T17:42:10.000000Z,StratoScience,42.18983459472656,-71.18568420410156,13568,0.01,-0.02,2.8627450980392157,13,167.8,874,-3,-5,13,55,14,2025-07-12T17:42:14.543834,0.0,APEX-NEWBS,horusdemodlib,0.3.13,432.634147,Horus Binary v2,,-4.58,,"42.31588,-71.33435",Diamond X-30A,HorusDemodLib + Raspberry Pi 3B (432.635 MHz),2025-07-12T17:42:14.426174Z,82026A03112A0A64C22842125F8EC20035370D0E92FDFFFBFF01FE8E060DBEB8
2025-07-12T17:42:25.000000Z,StratoScience,42.188011169433594,-71.18400573730469,13648,0.01,0.0,2.843137254901961,13,165.6,877,0,-2,13,58,14,2025-07-12T17:42:30.120781,,W0MXX-CHASE,horusdemodlib,0.3.14,432.63477,Horus Binary v2,,-3.93,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:42:29.733619Z,82026D03112A1986C02842365E8EC250353A0D0E910000FEFF010078060D1CF0
2025-07-12T17:43:47.000000Z,StratoScience,42.17524337768555,-71.17228698730469,14177,0.0,-0.01,2.8627450980392157,13,152.8,893,-1,-3,13,96,12,2025-07-12T17:43:53.570329,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634827,Horus Binary v2,,-6.09,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:43:51.398654Z,82027D03112B2F73B3284236588EC26137600D0C92FFFFFDFF00FFF8050D92E1
2025-07-12T17:43:06.000000Z,StratoScience,42.1826286315918,-71.17858123779297,13940,0.02,0.0,2.8627450980392157,13,159.0,885,0,-1,13,47,13,2025-07-12T17:43:11.082168,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634808,Horus Binary v2,,-7.59,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:43:10.778019Z,82027503112B0603BB28426F5B8EC274362F0D0D920000FFFF020036060D6EE6
2025-07-12T17:43:57.000000Z,StratoScience,42.173553466796875,-71.1710205078125,14246,0.0,-0.01,2.8627450980392157,13,151.0,895,-7,-5,13,72,12,2025-07-12T17:44:04.100315,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634833,Horus Binary v2,,-6.65,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:44:01.899132Z,82027F03112B39B8B1284290578EC2A637480D0C92F9FFFBFF00FFE6050D84F0
2025-07-12T17:44:02.000000Z,StratoScience,42.17270278930664,-71.17044067382812,14287,0.03,0.0,2.843137254901961,13,150.1,896,0,0,13,74,12,2025-07-12T17:44:07.599722,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.635688,Horus Binary v2,,-6.16,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.635 MHz),2025-07-12T17:44:07.012521Z,82028003112C02D9B0284244578EC2CF374A0D0C91000000000300DD050D33D0
2025-07-12T17:45:19.000000Z,StratoScience,42.164268493652344,-71.15807342529297,14807,0.01,0.0,2.843137254901961,12,138.7,911,0,-3,13,83,11,2025-07-12T17:45:24.372659,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634854,Horus Binary v2,,-5.68,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:45:23.641881Z,82028F03112D1336A82842EF508EC2D739530D0B910000FDFF01006B050C6A5A
2025-07-12T17:45:14.000000Z,StratoScience,42.164798736572266,-71.15904235839844,14766,0.02,0.0,2.843137254901961,12,139.4,910,0,-4,13,72,11,2025-07-12T17:45:19.954095,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634852,Horus Binary v2,,-7.73,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:45:18.607830Z,82028E03112D0EC1A828426E518EC2AE39480D0B910000FCFF020072050C9BC1
2025-07-12T17:45:24.000000Z,StratoScience,42.16364288330078,-71.15731048583984,14843,0.0,-0.01,2.823529411764706,12,138.1,912,-2,-3,13,68,11,2025-07-12T17:45:30.823385,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634843,Horus Binary v2,,-5.68,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:45:28.589692Z,82029003112D1892A728428B508EC2FB39440D0B90FEFFFDFF00FF65050CAA43
2025-07-12T17:44:58.000000Z,StratoScience,42.166690826416016,-71.16252136230469,14646,0.01,-0.02,2.843137254901961,12,141.3,907,-3,-5,12,76,11,2025-07-12T17:45:03.627625,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634831,Horus Binary v2,,-6.62,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:45:03.087910Z,82028B03112C3AB1AA284236538EC236394C0C0B91FDFFFBFF01FE85050CE7BC
2025-07-12T17:45:34.000000Z,StratoScience,42.16242980957031,-71.15555572509766,14916,0.01,0.0,2.8627450980392157,12,136.7,914,-3,-2,12,76,11,2025-07-12T17:45:39.682847,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634849,Horus Binary v2,,-7.65,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:45:38.659343Z,82029203112D2254A62842A54F8EC2443A4C0C0B92FDFFFEFF010057050CAAA6
2025-07-12T17:46:20.000000Z,StratoScience,42.156471252441406,-71.14921569824219,15127,0.01,0.0,2.843137254901961,12,131.5,923,-4,-5,13,61,10,2025-07-12T17:46:26.874871,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634854,Horus Binary v2,,-6.97,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:46:24.745673Z,82029B03112E143AA02842664C8EC2173B3D0D0A91FCFFFBFF010023050CA184
2025-07-12T17:46:35.000000Z,StratoScience,42.15475845336914,-71.14744567871094,15206,0.01,-0.01,2.823529411764706,12,129.9,926,0,-5,13,63,10,2025-07-12T17:46:40.966127,0.0,W0MXX-HOME,horusdemodlib,0.3.13,432.635691,Horus Binary v2,,4.73,,"42.139362,-71.396149",Comet GP-3,HorusDemodLib + RTLSDR (432.635 MHz),2025-07-12T17:46:40.093398Z,82029E03112E23799E28427E4B8EC2663B3F0D0A900000FBFF01FF13050C8BB5
2025-07-12T17:46:51.000000Z,StratoScience,42.152896881103516,-71.14561462402344,15287,0.01,-0.01,2.843137254901961,12,128.3,929,-3,-5,13,53,9,2025-07-12T17:46:57.074337,,W0MXX-CHASE,horusdemodlib,0.3.14,432.63486,Horus Binary v2,,-6.6,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:46:55.287248Z,8202A103112E33919C28428E4A8EC2B73B350D0991FDFFFBFF01FF03050CCE12
2025-07-12T17:47:01.000000Z,StratoScience,42.15140914916992,-71.14470672607422,15340,0.0,0.0,2.843137254901961,12,127.1,931,-4,-3,13,71,9,2025-07-12T17:47:07.872207,,W0MXX-CHASE,horusdemodlib,0.3.14,432.63485,Horus Binary v2,,-7.81,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:47:05.795182Z,8202A303112F010B9B2842174A8EC2EC3B470D0991FCFFFDFF0000F7040C89D0
2025-07-12T17:46:46.000000Z,StratoScience,42.15355682373047,-71.1460189819336,15260,0.01,0.0,2.823529411764706,12,128.8,928,-4,-1,13,53,10,2025-07-12T17:46:50.777192,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634865,Horus Binary v2,,-3.94,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:46:50.253088Z,8202A003112E2E3E9D2842C34A8EC29C3B350D0A90FCFFFFFF010008050C8780
2025-07-12T17:46:35.000000Z,StratoScience,42.15475845336914,-71.14744567871094,15206,0.01,-0.01,2.823529411764706,12,129.9,926,0,-5,13,63,10,2025-07-12T17:46:42.322794,,W0MXX-CHASE,horusdemodlib,0.3.14,432.634871,Horus Binary v2,,-6.44,,,Your Antenna Description Here,HorusDemodLib + Your Radio Description Here (432.635 MHz),2025-07-12T17:46:40.183621Z,82029E03112E23799E28427E4B8EC2663B3F0D0A900000FBFF01FF13050C8BB5
